news_id,title_sha256,band_sig
92128,02188d9d8be72a609ea103cdb3dc13b61bab5717a3ef6b95360f1ac53b52d896,21904649_9633788_70756509_9043691
92129,38a020cc0ec20acf98154b2f89c21d212321bdb15185f5b77d43edf027c1d8d2,23731621_9633788_2065489_2644377
92130,8b8cad67ad4192cf06a2146251ac2d8a76d52a011dd666690e3576e67e134c57,273572311_364285665_198775_51832870
92131,1ad753c8973f92685cc7a65051ba13c00c411b42b389bd689a591c6977b06b47,16246776_272330615_153469743_74800636
92134,c0897d79a892d818181137b5b440f35cc8cbb6fe31b045f998fa345fc0e3e6af,22938643_9633788_10881842_105865606
92135,dcd92013de23c8cd2ddde16b4ceb819f953f6e24e47cac9584cfcfe6b3b59803,76657704_7583998_1164935_6250934
92137,e8d4ccb8e83c77dd3ac2d7915db4b7079f4bc8bdff47f30307e73e2caa47b64d,18210161_38933283_198775_10656752
92138,2af1a10917742d8b82170804786bb3266ad3ed6ae8a93e308320ffec06dc5256,18210161_47144254_198775_17576544
92139,8d5ebb9dafa4593742f98ecc5b4259c4ea77339643ff181ef153601ece7561b3,6513906_83239662_198775_297546823
92140,ee06ef893e5a27f3faf32f40fd2c5828c2e48c3ffe896687643c6c7192b7d633,98599388_9615984_13076336_52681877
92141,624391cafcdcbd65ee254c039cd2bb02b421a72257527e8696e2bbe689fc9686,21859630_2603696_2065489_2644377
92145,4b467b6fcbd0e8dfafa6b8a8c052383fe443d2ec117d629be2d6a9be360fff66,37187507_52033353_15079971_173099749
92619,5cc6fddbdf21a3c37991eefcc9f038e17933a97d90be90a936f1e7998110c029,39625316_11086296_23201600_122728201
92146,b480188c0e2f56686d8961efe2efd5d035690911c573c5efa2d292ee6323b7ca,4646710_5816062_15079971_4867543
92147,1d4041e8ac945a796d009032c2c3663cefd39e7123e0e0aad0906eba7cd94ff3,2325746_9633788_40739028_24616282
92149,a1824494bc6409d6e7e6d6073c4b72bc325e34326bcd654cac423ac2ed116d33,36242724_29960527_122354769_68056862
92161,52c03164aad3b5cad6fd060e0283deb589857eaaa43344a52bdcb7b27658331c,28437956_55760898_53770201_17009273
92156,cd42fab0829e54864bf8a8efc78a84618f3d0454dd3d6c2ccc49f82e46ffca5b,22961713_11872922_1881649_51832870
92157,50a027dd6ecaf2540ca5a148d5c58e8a942797525d17ef6148733249b1c1fcfb,97610799_20000750_31832563_14512777
92158,1119cd5721696bdbf92ca28877ac73ac438f9d1edafd2fee5404900ac0aab703,97610799_20000750_31832563_14512777
92159,ccbaeeb56223c0fea768eb19ef0ce3bbdb9b9c61bea737bc51aa7752fc8eb375,21859630_2603696_73119229_173099749
92163,7947d860a9f8360d03efe44e339b77880582b95237056b37d78fbb60a02b9fb6,542433_5256381_75574816_56858191
101645,88cd7ce53b836e781513679eafbe40a8d6f088391a5e87b60c2702ad2112d2e7,83179320_5600565_12516910_38660020
92165,4635c89498650fa81199e3602d98713fa04b9a3d4ca92055e093d79f02de0ff5,148391635_35365164_16601482_22174830
92167,50dfb81cf8f1ec2a569d049aa9b5a491ff34def792a7fc3bb85499e0dec20038,31530820_906997_2065489_90641112
92168,338569f1d0913700d855a6e5c36d2661a26b8b8ec40769885ae8961e1c6de8f4,21904649_9633788_4506639_23060882
92170,b0d0ffc7411d46004d9b7535db3a1859a407d568fad470d4cc1b718f38a676f2,542433_5256381_75574816_56858191
92174,a97183a2a37207a992c319043e8f0d3b453668aa615662b6b27427594f48d1de,46727049_34700366_27870018_29106417
92175,e42ffa76ed3e44326cae86e08eb5b4cbd4d2e28699e6ff65a13aa29676bb760d,23731621_36284883_27870018_5307800
92176,e75a7df6ee0f706bc2f6f06ab7b11b392f39868762b9aa28cb56650f044a5ec4,46727049_906997_55967285_77017349
92177,6cd782d9d6674a370ebe9c586f5a4a5774c7c8dac688af0fb7e557ff71c65e01,46727049_906997_55967285_77017349
92178,a8d8804ebec5691cc500b454396df7b7c8fcab72547088ae2c4733c6a1c538e6,23731621_26457828_42875227_12200014
92181,9c5f951eca460b8d9dfe6b9d0ad3301b130caea7225f1e319654dc14136cd8a6,46727049_906997_55967285_77017349
92183,6f54cedc254683dac7ab31098e2e2bef37089018b302716479eccf501805c9e9,21947839_21952008_2065489_90641112
92184,154270aad12ba7b7b1e5ae29b026cfd3c4c1955bc8b78b13aabab7e8df2a72ef,61548721_28381729_95059394_42082985
92204,48dffb1d0515cbd6aceaedfef48cb7de57ce29bd4ddaaa93cf5ed4316ff26f45,20269135_848821_6005296_3927702
92212,1fe9565b0df6a04e3c3be60af2f4a2b34832c4e3a714d20c0304bbcc162c4f7b,3068394_37958616_13076336_24139904
92214,1a92aef0192de0fb8f5cb4614e96998ad2c95936b3cc6c62c53ac50000be7e21,53711720_19115091_2990292_26842510
92216,5a7ebcb7fbb7e0d90f5c37ba928aaeaf930d5172be6d6f34ffbca3fce760d213,16774668_6390226_19026848_14665047
92219,1f6eb1f56ca229288af89ce20d32a7103cdbc61d51803c4d953a012be7eeaa16,13637645_2603696_4141676_22174830
92221,c2e2a370e5bf1e46ae8317cab77645c8bc008272bde7f3d80387bd962e7ca49a,35517371_6122315_2065489_56858191
92223,fc30ccfe7aa68cffb1c225476c073b6469c3ca14d2e353ad1b371d64f9e4c494,3108753_11821_11315542_55502378
92224,9039d981eee3e95bbf68f36333147e3c0a638deb95740d8f02eb8f7c718cb95a,46394464_113040417_11315542_78639007
92225,e61f43f64b0d0490b7b381709665f3b94c24aceea52b151f7698da512ce703c5,11604468_3085740_30686971_14202943
92227,9039d981eee3e95bbf68f36333147e3c0a638deb95740d8f02eb8f7c718cb95a,46394464_113040417_11315542_78639007
92230,b5839c637b3197a09bab52a0a02699d9696c0585eb5b839da49664e9c62d73df,10931954_12257678_15829692_12864804
92234,baec4be094e17e382c9367b146d83828c7f1b57e7aaf61176c3f33abb4b5cf04,73361050_42385669_97097507_67858078
92237,e69ae82c9e1586d214a9b43679ba40728240a74c279730e3ab4823556f5e797e,10317432_32070971_2065489_43899146
92238,50c6d04270f98679458b5f34b68295f106dc582d9b3d45e6ba79f18995363b06,16099073_9633788_33789126_44148242
96204,61e1dc4c167f94c85e67cc7ebb44fe625e334a5f777bfb2a35d0d9135e901c27,23731621_86705184_22997950_44148242
92242,4dcea93a3a873a3c1f58f166813769d959803afe7bf186460ae24e681e1cc89f,41893862_1910770_2065489_24076742
96214,3d4a86f863110ef3792880965b43951fa9c8816a5205bf8619a88dfa882ede27,23731621_9633788_2065489_70432351
92247,89b91a4351a9f1cb733e55d708dd03637c36a104c6bd1e08f262aadca20a36ae,41964525_6122315_2065489_9369802
92248,67d5fa8ce57b64db6d6070043261c7510b9167ab64440c0d137fcab725c6959d,1974420_45210490_13076336_6108037
92465,2fa9f834dc7a48badc48c2c12487b582fc1b6d522735218d5c3cfe4e298ea036,41893862_29632095_2065489_22174830
92249,a91f27fc54b25a4aed05f01f91887e86ce2724083f503fa114f4abb238ab3025,2224730_9633788_2065489_5571406
92250,947b656ec8f0d3f7f22d7d928ab393c6cf52124c0716075ae49d14a88d096998,9098625_9633788_26517693_67710932
92317,644a1542c6dc11844e8c2e886ac69e390fed2e1c6ee0a0dce957618c9794a371,68514038_50207861_58552407_5333503
92254,270cc8964601649b89cf6d4008b409af3a6811c15739e9dc48385a51eec4bdaf,16151280_67471781_6297122_27381039
92255,c896f92b684ee5b400d333c2faad4f05576a50975b5330dd2f02389704639571,34088576_42385669_2065489_27381039
92260,93cd066e963e64b1c3e8f521c7f527d59935323553490245b129ddca8aaf938e,16733848_10691361_13076336_47994978
92263,4debddec590121f9912e6558a1e52c6c2e8af5d09fb9799d4959e2481186ad1d,35753802_4210892_2065489_10685201
92264,4d82e5b831ea65a90ad21a506c21203b637e3a928af1319178b034accaa5bdfe,16099073_17373965_35316377_11097716
92266,4831a34c801642e69d88c2b557699cf533934c356eb2c14b8d9b2b3b4889af18,23731621_4210892_70756509_10685201
92267,8655cfa77db21cb87173d3392661cd5d2d830b22cecab564ed989784094a6afe,1979669_35009712_2941114_3402676
92268,60e5b31558932bce8e45daa407d0d66b378d9018acb7777346a3a3495ff58e3e,59287278_1964843_9769077_10685201
92271,29485b85f3f65f8c105fb2d181e1745050e6678c7ee01c3b7e7be25f00e31e97,3573825_4210892_13658758_10685201
92276,7e001c9eb601ca1907ed9547c1c9a8ffeecdc56568b96148cd940a488b15495c,22994283_95773739_146274012_11097716
92281,4057fa1afc2538fcaf3d629f9f6c6315358ef428852951d9dd349efca727d550,23731621_17373965_35316377_11097716
92318,e5a70e3f5c775cb996c3079a58c51da4dd75ab66aee2e2ffab1e71d208a5dbe6,136634181_85168941_50803310_5333503
92479,8853fbc04c706ca2743edd9e4d7099b0cc82d339b0560e3bdbd6ee277f198f96,87188912_33554162_60266902_22174830
92290,24e0e9e4bd433c4bd72834f604864ec5e4adc5132fa499940d5bbf9d1fadc180,4557087_9633788_2065489_16848935
92298,140362f06683d64425d55a76e904498eec9a1750a643c76721fbbfc62e35cc7a,4557087_40852120_2065489_16848935
92302,d1efe89ce92f3dac5b5667dd4e39baff813aa772dd73402980ee1d58c4b42116,10317432_15854743_40739028_27237490
92305,f59b8b5ff798c328605433769b562e4b0b3944e7afbbdacfd6d1feefdf62e2c6,20930142_2603696_33375170_142363528
92309,de41e3af795d9c656415c2f2d50ad6de9fbc71d3f7a8349a2f8c32b1984684a9,3248549_11891150_14645299_52344886
92310,2a4fafad500403947ed2fea3e5aebf30267a1be57857f18be6c41cb44d02dd99,3248549_11891150_14645299_52344886
92316,5a0d5ceaaa2f81f7a036ed740c1e3fe9d19aa9026a66958ac7b81ce3f8b99394,36045143_29316044_8291092_3163775
92322,ccbd171eeac7053c7dcc4121a93383dd882cc4e68c0f2a74324bdc20322533c4,35517371_6122315_22997950_56858191
92335,d45e01dcbc780702c27626403dac1a4976840b8f1efcf8252235562d3d9b9fcd,23731621_9633788_70756509_61652041
92337,77e7738351d1493efdfe671ad00e4c0266fcdb7b980d6e31712f759b7950e71e,19323415_30854026_28124512_76055732
92351,9d8a1823f4a9ebe76410a1bd5920f22708f0ee8cb83dcbf14b66f8b46b3a0b14,68941704_6122315_55664778_5571406
92358,e2ffcb8cae430a53c7a387e42e5ea535cd44d68764acea9b7ec67a79a57fc431,23731621_9633788_46906128_14169107
92367,34f8d0669ee2b5709efa636298320ada0ab42d9497648524ed2af4542c3b13a6,21904649_9633788_4506639_42164004
92370,591903e1bcbe64291fc11944f5be016eea9b9b294f5792960a931e271d88c5a0,59287278_6122315_70756509_61017517
92388,807372be121d2e755640f71001101a48dbb3f1c7f1a364ffb6552d86e2955b4b,6107731_906997_18346201_38857992
92389,e2ce9a8955b63610bea66c6b12fbcd22cd8a6615b56b3bc898ba29323e26c79c,6107731_906997_64702575_8793224
92391,c24435bec41d6f1ff69819b757a39026f12790b441e59bf83a75843322ac45a4,6107731_906997_41700360_90421116
92392,5f55c5c7b73f5f40ad9f682f9c29361dcabe47ba8290f5a884a3ceaf8cca5e61,6107731_906997_34474093_60573740
18991,d60fc498a07133ac9e0e85be206e04cc99324fb77848ea38ebd22c125683cf48,2268255_11086296_2065489_90641112
92393,7d3de6c24de72c9a7cd13f49f17f8827cf6e9f680f4024c31bf03a6fc0029045,6107731_906997_64702575_90421116
92394,368257ed60756a7393f5ee463abffdbabde168319b4d2c21d76787cc9474403f,42941979_4926672_2065489_43365924
92396,388bb8751fa9fc6f38d9d52c2867b08b39edd630856df074e38d3073f0f1a8c5,39240135_11625850_2065489_98335171
92397,6c10257229791567c477bcb0e76c6160e991af8a2b337e057dcfd56f749fb298,42941979_4926672_2065489_41362637
92399,2526a4fbaa5ff6afa24eb4c06c2f0344747eced9cb7b70915916302ca90f23ba,2617019_906997_12472000_4867543
92400,edc3033579fdbf9c76da930d9ad0d86e135fa9e27326531eb1b436db0f649beb,2192151_11625850_2065489_28320601
92401,a80fe42e01e63427ba0f19e060215e0e7cea29a71c56c455081707f5a15b84a8,39240135_11625850_2065489_146344836
92402,403c77f91a6b630f1ef632deeac3b5dbab18b3013576e69d766c8665e883c0c4,7381563_11625850_2065489_32207811
92406,399f05a26ad69522cf5aed596588617d76a3457a61d73ea78072a3ba2abb228d,75092966_42667594_59936172_2858663
92407,c70036d8456e2cf91844704164d060328313a10a71d9377a110c8854bcd5ddfc,75092966_32070971_59936172_98381391
92426,b0cacdea9eb22b4d6a320d504b56504457986258bca89288ab69915a03525c7b,37738886_6122315_32219618_35676646
92409,82d41f09db001a69e28ba3a41ad95e99ed481a0666ba4a91c8680b1f945ae6f7,23731621_17373965_2527252_20484907
92410,2067febc4c87dfeaa216a6f653b10f30fd9309c49cf182008e2a533a45e6e392,41964525_6122315_2065489_69371328
92411,f95868e5d8da995864c67943163fd368defe90c61d7b70e245ea1932080d0f73,73361050_6122315_198775_47832134
92412,a70a0a3063f4752ebcafefb15b2efd769f8319a35d96f8e8520083d31bc0cf75,4646710_15854743_2065489_34629964
92413,1d9bbd11b153a1d098305cf8eeb7fbd8bcef9767c92229b186f0430d37a8eaa5,28464422_9091879_16849411_47473058
92414,0626d309c5dcc402fee4827f715b19abcf1b097390fd58b1bedc7474e023a8d3,250437644_28381729_97885334_122728201
92421,e33e9c1e23e32bfbdd0f8ab2e968c8889d2bba059fe0e06ae8a4c16688a4ad61,8003497_112042546_2065489_10659401
92422,119f6008f7eba351073e7c821044300f0e392d285413425ace4e9378e9cdd13e,19323415_55630826_15066107_40799336
92425,667a56c95746d2c4c714f0b37ef45d2d113306711ee40717c957c8c2a4e756d5,10317432_25191184_32219618_38178470
92427,667a56c95746d2c4c714f0b37ef45d2d113306711ee40717c957c8c2a4e756d5,10317432_25191184_32219618_38178470
92428,c99db7b78c31d042e9f8a4bba4ed5ada0ea47d1b341cfec578f016579741c626,10317432_8321330_30965699_35676646
92429,3529cfe1d8e49c00e6a98dfc828f798a1a8b8d64223f39b830838bd169773cc5,8003497_89199118_2065489_10659401
92430,3529cfe1d8e49c00e6a98dfc828f798a1a8b8d64223f39b830838bd169773cc5,8003497_89199118_2065489_10659401
92431,1294ab6eed8e90f571cabf982b131a8bb53e0bdca69047f3e1d909a59d604360,8003497_2603696_2065489_10659401
92444,717b754d9bd8d50267e4c8774f3479004c891f6f74ea96529ec129ee65f832be,21904649_9633788_4506639_1197637
92466,92e561e881b167eccdf97253526ef865ae56d2751ddaca23c0199d9e3cd4e028,110894670_21450391_52095474_22174830
92467,0dede81fd121eab33241ef08e59cc96edcbdfced0f4ac8e944ef5ae67680955a,208535556_33554162_52095474_22174830
92451,ba537386c4c6c1801810bfb94d8e4ed405effcfae58f02734ec92ad731bb1be1,67290247_34657789_2693581_9443115
92458,3a022f3f898dd8dfc35c163ab28026727cc4fcbca18447c21e19ed35de29cfbc,33136691_64832737_41246505_20069746
92462,67d8c9756a44c46190ccfacad49594b6f7319aa77882c6a66e74746905f69f64,15945005_5615073_46632260_25698754
92463,70c151dd561ad9bc89b7f0f4e2fdc7b101ebbc107ec5ee936df6268fb9f109d9,20194786_6987068_34649876_244725
92475,8cb3ddaf82270203cc86acad58b76b99f13aef3a20189c00ba428647871b3a9a,1497495_59560529_16747958_9432174
92478,5b06c9efa60e43015f97894efe464533b9f3badaf58714a058b2b6cd5f372e2a,87188912_33554162_60266902_22174830
21175,f427646743dcfe1b34401dc5f64c9cce3d6260367206def870ba53505cd9b2ce,69871132_171752482_29763873_61017517
92505,ef4ddeea3e1453abab1eaffcc7893891bc4dad53ff5b945ffd33031159acff96,20590490_71357355_2065489_14437791
92507,7799ee61707d1208b854f68a1b984e06a5442a4e703da961c2be95cde5f70040,15945005_5615073_78557620_25698754
92509,912a4325ec1e6f46be12867c36fc23c519d71144aa35be88f441a0ebbc4f14d9,73361050_6122315_45689761_48726338
92510,363a2a6995b14b42405873fb8f0795feb3a3cd20412fb580766d4bab9832d9db,91410552_34025623_13076336_106090241
92513,6bebc709557e3f10ea561064331446ad56592feba4c9ebd2088d7eca15c2bdc7,63535304_11392163_128584949_27888196
92514,45154e0c0b632b6cc3f174a0060b6313f703bbee548019a58baf1fcf61128c7f,31580409_14768444_157952644_26930808
92519,40ba57a0aac29d97213af966044a9d264b0af71d3663b7868738b649682bbe1d,31103448_11505899_22244864_16400884
92523,c401194097d517b8743daf9af2c5ffd6b9f73dc1288d1008a6e9e91ad8525de2,11151868_2603696_23201600_101565068
92524,6be4bc17c70b9da188df603c69f7ccced9c273486f3246c4fef8fcfc5f61dbeb,11151868_9633788_8808764_122728201
92525,15b3c46251f5b1e418d5c3cbf1949ea7d79b18a7e67858ee68133772ffc151f8,72472694_9633788_70756509_39945312
92526,a2f7c911a8182c03914dea60b56e9d5f8756d56598603db9b9f862ff08cba60b,72472694_33059384_279744170_50818432
92527,2eb356ef1d6dd2aa9be78e7284048bae7cc70f8fd0f4a1e14015ac95c0c06d15,8929278_6122315_70756509_97414183
92528,b7c2e1a504a6643c5620a5f4ab6eb03cfe9e9545b9476b1a881064d2902c2f28,23078310_33359240_33789126_44148242
92529,a980a8d8cec746a03b8204bcb5cc188b04d7414853155011b043b048e985dbbb,22308056_9633788_144014376_62115282
92530,819b1e64969aca9afd96a0ef08749d866adee758ad61ba941d4600cdcc639c3c,22308056_9633788_144014376_62115282
92531,b8f60e1c8931773ff30daf0739ed31e839856280d5fd47913dec1cf30bcb376c,14363948_31732906_23201600_161683729
92532,a2d105e0bea9521f3ed5af431e890c5c9f77e391b7bb365a6275938ccc363601,69871132_31732906_139006955_57337049
92533,a980a8d8cec746a03b8204bcb5cc188b04d7414853155011b043b048e985dbbb,22308056_9633788_144014376_62115282
92534,3ac3fcd281ad0600e9e7939ce17e1ca6963e24ad1e16a7b84b2dc4c7f8037075,14363948_9633788_790810_196390058
92535,a980a8d8cec746a03b8204bcb5cc188b04d7414853155011b043b048e985dbbb,22308056_9633788_144014376_62115282
92536,0b60cb1590a6219e77dbde08397a6de81c1cfac2d1e9649f5b6800db0438d2ed,22308056_9633788_144014376_62115282
92537,9a25b4ef072a163f7bfaaec520878b2c857206b883df4b64cacf03bc82450bd4,69871132_46558203_90774822_25610139
92538,6cee523724e2779aa1139771dfbfeeba2b6f86172f1f4875e177896cf68977a0,80132472_46558203_83262182_143355246
92539,a980a8d8cec746a03b8204bcb5cc188b04d7414853155011b043b048e985dbbb,22308056_9633788_144014376_62115282
92540,819b1e64969aca9afd96a0ef08749d866adee758ad61ba941d4600cdcc639c3c,22308056_9633788_144014376_62115282
92541,a980a8d8cec746a03b8204bcb5cc188b04d7414853155011b043b048e985dbbb,22308056_9633788_144014376_62115282
92544,e935184eb598002362e0a13b71c4b52e6d540aefbd671bf3a6a97161bb7be79b,23140752_52033353_52410699_10447487
92545,4a5d4310e1d921ec1dfc762c37669d6f04b1bb6393ce647d6fe152978732a43b,1849827_130842720_25483438_10447487
92546,7d6c806ef903850c5dde3a64a9ce41ec6564a0495a9d7150d0eff7e189fb3bb1,1849827_130842720_25483438_10447487
92549,f74b9855faa68ed2ad56aa9adf8dfc26aedd1a03de241f910d2ab76cedc3117e,4799442_2603696_52410699_8008577
92555,e0eca06c977caf99621b19ec92efbc8f970ef2efe36d092f742cb4341b5096b4,54245269_46558203_16934219_10447487
92556,af68d764c7c32927e1d6e44d6f5d88c0eb8e56e5b11dfd792866205d5e6b303a,68480493_9633788_7627758_15557451
92558,4e250aa87d987dd9686e552f56d986c1e8df79e005555d3dfc87e062035cc6de,20930142_60559335_45307381_44857172
92559,eea5678bcb506bf134816c3a4148a4fed51d9708e50196b7e8dbd7f00f7a8c91,20930142_60559335_45307381_44857172
92560,b86a1b1060e1a9dfc06688cd8f25832b64a1f42f23acde1b3e89ff2fee4131ce,115988782_108401626_17493835_58438835
92562,0ec04e4857167220554fd048ea566933a49002900b198cf935e3015ec71a2a2e,59287278_130842720_4645465_8008577
92564,45df753b606564ea2842e735e3c9b2ec2336d2ca714b79d98c781024c4203c57,23731621_9633788_15531146_17879962
101724,dceaee75471720e2442149ce79cd346f00c956ce6ff058a1c5ea567b14c850b2,23731621_9633788_2065489_90641112
92565,25c344f75ce89f9653485ae8f6a0cc1591f95c4edd4f20e1ac23516c32edb213,21904649_9633788_10881842_42164004
92568,b7507f35d35243c7d14e15d9c5a96d9b841d6525f8ef56d3fd2f274bd41557e6,40063837_19698729_12236113_3545233
92569,5957fe103d4476e2984cdf57fbd5237370a0f40db90236d49a35cda4fcacce8d,118820588_10691361_90022806_116850358
92570,72397dd56789c8033ad349a44f364a9e47bcf0b05b8f6d4101ec66e840719f54,40063837_19698729_12236113_3545233
92574,a1c8eecbe029aaab785d95b690f1d833f4cb5c40a1c6bc4c0f1c4846617c6c4e,23731621_9633788_2065489_56858191
92575,990716ce59f0dc08b4df1fdc04d4b0cac288be1dd8e170239b49175f40478d99,23731621_9633788_31832563_17879962
92580,53264a31870fe301f5372b01c82ca6f29f121f3a2621009b40b0e984a74890dd,23731621_9633788_2065489_9501305
92581,7863364bd675621acc589fca6bde587a5112b5e23f0d7b15cd44199b3a5d707b,30736665_6122315_2065489_10659401
92582,c0c6481218583f7ce877dabb78cec23435c14086da1f536953a2a47eeb9ecb22,23731621_9633788_15531146_17879962
92589,69898385f53d85663ac3662009f7e4e53357fe8e9d6feb9761ecd819d6b30138,89047317_42385669_14645299_42164004
92606,a15d67ee8163cb72ac21ace60039bdc9f0ba44c699cad41f133276ede6134e55,21545251_163272497_284945163_22174830
92608,ee21b169d2baa3b2c5fa3bfd9434617a77d96967f1188e7422a513191efa2fd2,75092966_35729009_322680924_29570875
92609,8db5aab3b45e19da47eb7626f828699947f0ad03fcd0f7099c691de9d1d3ca55,75092966_163272497_80501026_201928747
92610,95c59ec43d2a273c9169d1ba9b99b19dadac33fe270dbb2d14381928ab778ed1,39625316_11086296_23201600_44973543
92620,23d0eb76b897cb7f0df9e0e94c40bf267700926b7e7183e52cb5d6f435126832,39625316_11086296_88014427_124184329
92632,99abe3a92e083be4c2afb9f148701017118e9a5422a9909bc191844eabb57066,21472301_1964843_9769077_17004989
92637,e022e75bcf007c314a8f7980bbca8bd0ec0adee8c7dde8a7668dfebf2056fff1,83179320_13451464_12516910_67858078
92638,55369872525a94cf5f4482ed74435a0838a97f61d74d59cfe417989e998478f5,83179320_171816853_26108473_139108138
92639,8fad122b9d0f4854686c80596dabc72f1773791cdd4adca52fafd652726779ae,16700544_118177278_211536707_159191728
92640,88cd7ce53b836e781513679eafbe40a8d6f088391a5e87b60c2702ad2112d2e7,83179320_5600565_12516910_38660020
92641,965e7c080b0f8cb431b011224e090e256030e647c84618f63209b1d9ad70d54d,69306680_12023757_43960885_83168912
92644,6363435d8d16458e90f4a10e542805b20a76bc4cc7387ba284994d7be5d3d353,69871132_11086296_1370515_30799697
92645,0e64bcd4066c406d4e4f46ac180cab88bf779f23a556e1b0522b739533a05e6b,75808357_99666730_28542039_155528959
92686,d68e3983cf9d03e830fe8d8b3f3f5f53b5adcdaea794fd09dcfe34d515b09ae7,69871132_82750764_95967870_155528959
92646,1e086dceb2eef13c94a980426033ae8b55893e1a57b21075fb77c267e487816b,13095340_12418760_76120316_4737321
92647,47adc074704c14666c0505ed5e807a9afbd30d6a9f4b0e69648644cac66f0057,39625316_11086296_23201600_122728201
92647,47adc074704c14666c0505ed5e807a9afbd30d6a9f4b0e69648644cac66f0057,39625316_11086296_23201600_122728201
92650,df1867dc426bfee0840518175614ce2fde1ceb0c7f6b61a1e57e9661642a21de,39625316_11086296_23201600_27381039
92651,51e74ac64359d32685a61d23b3d298fd922164a5e5c2e92043c5034706bee80c,250437644_28381729_97885334_122728201
92652,62af8dd12c8a75f66295ddedc11d90ca5b3fe38ec2198c7965612b57c07a1558,62158851_51881163_81520243_107903772
92653,68d342ce6025de47d90804a625dc7245fae2d626904c83a2ff759fd1d17b0d40,13095340_12418760_1946108_98547238
92654,4ed1bbec04b15eab86719af56dea009ef7e89c5d1187d3ab1b7696b93c74429b,69871132_171752482_17087216_98226025
92660,6968bf947aa55d70a63bb7732f58245280b802f0cce431dfdd4e437409e4c64f,4741162_11086296_133247852_124184329
92655,45019f6b51d8f88a3dcd23dacf3faeeb18978408eb605cc9d93d425aef514d9b,15021136_11086296_2065489_25821972
93044,fef5fa9ccf0d626425e8811b36b8c983c5d800101e8876e48a34e2bd9824c75e,6619940_10237902_24931736_201067
92655,45019f6b51d8f88a3dcd23dacf3faeeb18978408eb605cc9d93d425aef514d9b,15021136_11086296_2065489_25821972
92656,95c59ec43d2a273c9169d1ba9b99b19dadac33fe270dbb2d14381928ab778ed1,39625316_11086296_23201600_44973543
92657,176e609a7c4c1efca6f146e02c57b390a9a746c1ca3cec50efef45186f4e3f6c,398845_11086296_43869927_156697
92658,868e7ee5808c0b018072818e2602bf1f1eb23281f31deb4ab639d83a2cee5f17,6426736_9790455_7434840_3450664
92658,868e7ee5808c0b018072818e2602bf1f1eb23281f31deb4ab639d83a2cee5f17,6426736_9790455_7434840_3450664
92667,07498cb58185ce52108d8c05f80a36ad1ba8351e4220adabaafc53023529fabe,3281105_7887059_35316377_39971637
92668,e768797cbb548610e10398d40d7099c27577926336b1e4340be231507b50dc0a,28192093_123928127_27273471_76023363
92674,293021c420ed4bc15b0cf5fcdc14a7e874135088f65fd62e4a8a3c2a7149a388,23731621_24781435_2065489_27722658
92675,f15a2392432a7e99ebe409047e606b38613c9c05d20aa9208052add6e1aef616,23731621_19698729_6613440_44148242
92676,1d3ee14afa3c2dcefa39cbc80d2625e4ea907291d7fe68e0ce0f2a09dc29e372,562173_34176989_4078550_27888196
